LCCN	LCSH	Identifier	Name
sh85097353	Panare language	pbh	E&apos;ñapa Woromaipu
sh85097359	Panayati language	mpx	Misima-Paneati
sh85097431	Pangasinan language	pag	Pangasinan
sh91002728	Pangutaran Sama language	slm	Pangutaran Sama
sh85097435	Pangwa language	pbr	Pangwa
sh85097451	Panjabi language	pan	Panjabi
sh85097472	Panobo language	pno	Panobo
sh90004824	Panzaleo language	pbb	Páez
sh85097529	Papabuco language	zpw	Zaniza Zapotec
sh92004591	Paranan language	agp	Paranan
sh88007185	Paraujano language	pbg	Paraujano
sh85097979	Parengi language	pcj	Parenga
sh85098024	Paressi language	pab	Parecís
sh85098015	Parintintin language	pah	Tenharim
sh85098093	Parji language	pci	Duruwa
sh85098311	Parsi-Gujarati language	guj	Gujarati
sh85098341	Parthian language	xpr	Parthian
sh91003036	Parvati language	gbm	Garhwali
sh85098421	Parya language	paq	Parya
sh2002009985	Pasaale language	sig	Paasaal
sh2002009965	Pasir language (Lawangan)	lbx	Lawangan
sh87001067	Pasir language	zlm	Malay (individual language)
sh85098496	Passamaquoddy language	pqm	Malecite-Passamaquoddy
sh85098627	Patamona language	pbc	Patamona
sh85098666	Patep language	ptp	Patep
sh86004221	Pattani language (India)	lae	Pattani
sh87000798	Pattani language (Thailand)	mfa	Pattani Malay
sh85098831	Pauserna language	psm	Pauserna
sh85098882	Pawaian language	pwa	Pawaia
sh85098883	Pawari language	bns	Bundeli
sh85098891	Pawnee language	paw	Pawnee
sh93006448	Pay language	ped	Mala (Papua New Guinea)
sh2004009499	Pazeh language	uun	Kulon-Pazeh
sh85099015	Pear language	pcb	Pear
sh85099239	Pehuenche language	arn	Mapudungun
sh98004642	Pekal language	pel	Pekal
sh2004007459	Pelende language	ppp	Pelende
sh85099337	Pemón language	aoc	Pemon
sh85099380	Pende language	pem	Phende
sh2004003277	Penesak language	mui	Musi
sh85099395	Pengo language	peg	Pengo
sh85099551	Pennsylvania German language	pdc	Pennsylvania German
sh85099568	Penobscot language	aaq	Eastern Abnaki
sh2002001995	Peranakan Indonesian language	pea	Peranakan Indonesian
sh85100008	Pero language	pip	Pero
sh85100070	Persian language	fas	Persian
sh85100313	Petats language	pex	Petats
sh85100567	Phalura language	phl	Phalura
sh85101028	Phoenician language	phn	Phoenician
sh85101048	Phom language	nph	Phom Naga
sh85101444	Phrygian language	xpg	Phrygian
sh85101462	Phu Thai language	pht	Phu Thai
sh87007986	Piapoco language	pio	Piapoco
sh2002011288	Piaroa language	pid	Piaroa
sh85102115	Pilaga language	plg	Pilagá
sh00007215	Pileni language	piv	Pileni
sh86004434	Pima Bajo language	pia	Pima Bajo
sh85102174	Pima language	ood	Tohono O&apos;odham
sh2004007041	Pinai-Hagahai language	pnn	Pinai-Hagahai
sh94005378	Pingelap language	pif	Pingelapese
sh85102281	Pintupi language	piu	Pintupi-Luritja
sh99013637	Pinyin language	pny	Pinyin
sh85102410	Pipil language	ppl	Pipil
sh94005839	Pirahá language	myp	Pirahã
sh92005242	Piratapuyo language	pir	Piratapuyo
sh85102439	Piro language (Tanoan)	pie	Piro
sh85102488	Pitcairnese language	pih	Pitcairn-Norfolk
sh85102504	Pitjantjatjara language	pjt	Pitjantjatjara
sh2003005574	Pitta Pitta language	pit	Pitta Pitta
sh86006664	Plains Miwok language	pmw	Plains Miwok
sh85103647	Pochury language	npo	Pochuri Naga
sh85103902	Pogoro language	poy	Pogolo
sh85103978	Polabian language	pox	Polabian
sh85104296	Polish language	pol	Polish
sh85104776	Ponape language	pon	Pohnpeian
sh93006230	Ponosakan language	pns	Ponosakan
sh85105054	Port Sandwich language	psw	Port Sandwich
sh85105344	Portuguese language	por	Portuguese
sh97001480	Portuguese Sign Language	psr	Portuguese Sign Language
sh85105670	Potawatomi language	pot	Potawatomi
sh85105681	Pothwari language	phr	Pahari-Potwari
sh96007788	Powari language	pwr	Powari
sh97008458	Powhatan language	pim	Powhatan
sh85107831	Provençal language	pro	Old Provençal (to 1500)
sh85108100	Prussian language	prg	Prussian
sh85097281	Puelche language	pue	Puelche
sh85108980	Pular language	fuf	Pular
sh85109048	Puluwat language	puw	Puluwatese
sh85109110	Punic language	xpu	Punic
sh85109134	Punu language	puu	Punu
sh92003693	Puoc language	puo	Puoc
sh85109155	Puquina language	puq	Puquina
sh85109158	Purari language	iar	Purari
sh92002285	Purik language	prx	Purik
sh85109221	Purupuru language	pad	Paumarí
sh85109230	Pushto language	pus	Pushto
sh85109404	Qottu language	hae	Eastern Oromo
sh85109472	Quara language	ahg	Qimant
sh2002009969	Quebec Sign Language	fcs	Quebec Sign Language
sh85109790	Quechua language	que	Quechua
sh99004393	Quenya language (Artificial)	qya	Quenya
sh85109853	Quileute language	qui	Quileute
sh85109872	Quinault language	qun	Quinault
sh85110110	Quioucohanock language	pim	Powhatan
sh85110213	Rabha language	rah	Rabha
sh85110329	Rade language	rad	Rade
sh87000364	Raetian language	xrr	Raetic
sh85110829	Raeto-Romance language	roh	Romansh
sh96000785	Rai language	aph	Athpariya
sh85111241	Rajasthani language	raj	Rajasthani
sh85111251	Rajbangsi language	rjs	Rajbanshi
sh91001628	Rama language	rma	Rama
sh87007478	Ramoaaina language	rai	Ramoaaina
sh99005132	Ranau language	ljp	Lampung Api
sh90005384	Rang Pas language	rgk	Rangkas
sh92005014	Rangdania language	rah	Rabha
sh2004000918	Rangi language	lag	Langi
sh85111393	Rao language	rao	Rao
sh85111401	Rapanui language	rap	Rapanui
sh85111471	Rarotongan language	rar	Rarotongan
sh99004097	Ratahan language	rth	Ratahan
sh92005614	Rawa language	rwo	Rawa
sh92005354	Rawang language	raw	Rawang
sh87003621	Rawas language	mui	Musi
sh86005267	Rejang language (Sumatra, Indonesia)	rej	Rejang
sh2003010420	Rembarrnga language	rmb	Rembarunga
sh93002874	Rembong language	reb	Rembong
sh85112833	Rendille language	rel	Rendille
sh85112848	Rengao language	ren	Rengao
sh85112851	Rengma language	nre	Southern Rengma Naga
sh85112857	Rennellese language	mnv	Rennell-Belona
sh85113139	Resigero language	rgr	Resígaro
sh92005359	Riang-lang language	ril	Riang (Myanmar)
sh85114051	Rif language	rif	Tarifit
sh85114100	Rikbaktsa language	rkb	Rikbaktsa
sh85114208	Ritarungo language	rit	Ritarungo
sh92000635	Roma language	rmm	Roma
sh85115084	Romani language	rom	Romany
sh85115036	Romanian language	ron/rum	Romanian
sh85115224	Ron language	cla	Ron
sh85115307	Ronga language	rng	Ronga
sh85115308	Rongmei language	nbu	Rongmei Naga
sh85115394	Roro language (New Guinea)	rro	Waima
sh85115516	Roti language	rgu	Ringgou
sh85115504	Rotokas language	roo	Rotokas
sh85115520	Rotuman language	rtm	Rotuman
sh85115558	Roviana language	rug	Roviana
sh96005086	Ruc language	scb	Chut
sh96000932	Rue language	bwg	Barwe
sh85115846	Rundi language	run	Rundi
sh91004875	Runga language	rou	Runga
sh85115971	Russian language	rus	Russian
sh85116103	Rutul language	rut	Rutul
sh85116105	Ruund language	rnd	Ruund
sh85116157	Saa language	apb	Sa&apos;a
sh92000446	Saanich language	str	Straits Salish
sh98000731	Sabaean language	xsa	Sabaean
sh93002530	Sabaot language	spy	Sabaot
sh85116186	Sabela language	auc	Waorani
sh85116194	Saberi language	srl	Isirawa
sh99010735	Sacapulteco language	quv	Sacapulteco
sh85116407	Sadani language	sck	Sadri
sh92003336	Saek language	skb	Saek
sh2002011338	Safwa language	sbk	Safwa
sh85116474	Sagara language	kki	Kagulu
sh85116503	Sahidic language	cop	Coptic
sh85116507	Saho language	ssy	Saho
sh89003354	Sahu language	saj	Sahu
sh2002007163	Saisiyat language	xsy	Saisiyat
sh85116653	Sakalava language	skg	Sakalava Malagasy
sh85116658	Sakata language	skt	Sakata
sh85116659	Sakau language	sku	Sakao
sh86004299	Salampasu language	slx	Salampasu
sh85116698	Salar language	slr	Salar
sh85116761	Salinan language	sln	Salinan
sh85116806	Saliva language	sbe	Saliba
sh86006784	Sama Sibutu language	ssb	Southern Sama
sh85116991	Samaritan Aramaic language	sam	Samaritan Aramaic
sh2004001950	Samaritan Hebrew language	smp	Samaritan
sh85117011	Sambalpuri language	ori	Oriya
sh93002719	Sambas language	zlm	Malay (individual language)
sh89004656	Samburu language	saq	Samburu
sh85074670	Sami language	raq	Saam
sh85117030	Samo language	smq	Samo
sh85117034	Samoan language	smo	Samoan
sh85117218	Sandawe language	sad	Sandawe
sh85117262	Sanga language	sng	Sanga (Democratic Republic of Congo)
sh85117264	Sangil language	snl	Sangil
sh90002897	Sangir language (Indonesia and Philippines)	sxn	Sangir
sh85117265	Sango language (Ubangi Creole)	sag	Sango
sh85117267	Sangtam language	nsa	Sangtam Naga
sh00008823	Sangu language (Gabon)	snq	Sangu (Gabon)
sh00008825	Sangu language (Tanzania)	sbp	Sangu (Tanzania)
sh85117331	Sanskrit language	san	Sanskrit
sh85117393	Santali language	sat	Santali
sh85117399	Santee language	dak	Dakota
sh85117419	Sanwi language	any	Anyin
sh92004555	Saposa language	sps	Saposa
sh99014218	Sapuan language	spu	Sapuan
sh86004587	Sara language	sre	Sara
sh85117480	Saramaccan language	srm	Saramaccan
sh88007674	Sarangani Manobo language	mbs	Sarangani Manobo
sh85117551	Sardinian language	srd	Sardinian
sh85117566	Sarikoli language	srh	Sarikoli
sh85117591	Sarsi language	srs	Sarsi
sh85117594	Sart language	uzn	Northern Uzbek
sh85117607	Sasak language	sas	Sasak
sh85117723	sauraseni language	psu	Sauraseni Prakrit
sh85117724	Saurashtri language	saz	Saurashtra
sh91004504	Sawai language	szw	Sawai
sh2002006641	Saweru language	swr	Saweru
sh00005131	Sawi language	saw	Sawi
sh87007479	Sawos language	gbf	Gaikundi
sh87001682	Sawu language	hvn	Sabu
sh96003716	Sayula language	pos	Sayula Popoluca
sh85118883	Scots language	sco	Scots
sh85057897	Sea Islands Creole language	gul	Sea Island Creole English
sh85119522	Sechelt language	sec	Sechelt
sh91003734	Secoya language	sey	Secoya
sh85119488	Sedang language	sed	Sedang
sh87001722	Sedik language	trv	Taroko
sh91002064	Sekani language	sek	Sekani
sh85119706	Selepet language	spl	Selepet
sh85119814	Selkup language	sel	Selkup
sh85119863	Sema language	nsm	Sumi Naga
sh90006164	Semai language	sea	Semai
sh93002099	Semang language	kns	Kensiu
sh85119879	Sembla language	sos	Seeku
sh2003006251	Semelai language	sza	Semelai
sh85119885	Semendo language	pse	Central Malay
sh85119942	Seminole language	mus	Creek
sh85119980	Sena language	seh	Sena
sh85120069	Senari language	sef	Cebaara Senoufo
sh85119995	Seneca language	see	Seneca
sh85120021	Senga language	nse	Nsenga
sh85120060	Sentani language	set	Sentani
sh2003003127	Senya language	afu	Awutu
sh85120159	Serawai language	pse	Central Malay
sh00003109	Serbian language	srp	Serbian
sh85120199	Serbo-Croatian language	hbs	Serbo-Croatian
sh85120213	Serer language	srr	Serer
sh85120224	Seri language	sei	Seri
sh99005133	Seruyan language	kkx	Kohin
sh85044987	Setu language	est	Estonian
sh85120762	Sgaw Karen language	ksw	S&apos;gaw Karen
sh85121089	Shambala language	ksb	Shambala
sh85121100	Shan language	shn	Shan
sh85121128	Sharanahua language	mcd	Sharanahua
sh85121159	Shasta language	sht	Shasta
sh85121165	Shauri language	shv	Shehri
sh85121179	Shawnee language	sjw	Shawnee
sh85121269	Shekhawati language	swv	Shekhawati
sh90002173	Sherbro language	bun	Sherbro
sh91004842	Sherdukpen language	sdp	Sherdukpen
sh85121374	Sherpa language	xsr	Sherpa
sh85121389	Shi language	shr	Shi
sh85121439	Shilha language	jbn	Nafusi
sh85121441	Shilluk language	shk	Shilluk
sh95007219	Shimaore language	swb	Comorian
sh85121473	Shina language	scl	Shina
sh85122956	Shipibo-Conibo language	shp	Shipibo-Conibo
sh85121756	Shona language	sna	Shona
sh85121786	Shor language	cjs	Shor
sh85122081	Shoshoni language	shh	Shoshoni
sh85070559	Shuar language	jiv	Shuar
sh85122160	Shughni language	sgh	Shughni
sh85122171	Shuswap language	shs	Shuswap
sh85122195	Siane language	snp	Siane
sh86007738	Sibo language	nco	Sibe
sh86007875	Sicuane language	cui	Cuiba
sh85122306	Sidamo language	sid	Sidamo
sh85104898	Sierra Popoluca language	poi	Highland Popoluca
sh85122384	Sigi language	lew	Ledo Kaili
sh92001382	Sikka language	ski	Sika
sh85122456	Siksika language	bla	Siksika
sh00008820	Silti language	mvz	Mesqan
sh85122711	Simelungun language	bts	Batak Simalungun
sh85122717	Simeulue language	smr	Simeulue
sh85122756	Simte language	smt	Simte
sh93006371	Sinagoro language	snc	Sinaugoro
sh98002387	Sindang Kelingi language	liw	Col
sh2004001662	Sindarin language (Artificial)	sjn	Sindarin
sh85122803	Sindhi language	snd	Sindhi
sh85122876	Sinhalese language	sin	Sinhala
sh93006287	Sio language	xsi	Sio
sh89001275	Sioni language	snn	Siona
sh00007334	Sipacapense language	qum	Sipacapense
sh85121670	Sira language	swj	Sira
sh85122964	Siraiki Hindki language	skr	Seraiki
sh89005564	Siraiki language	skr	Seraiki
sh85122966	Siraiki Sindhi language	skr	Seraiki
sh85122981	Siriano language	sri	Siriano
sh2001004741	Sirinek language	ysr	Sirenik Yupik
sh85122984	Sirmauri language	srx	Sirmauri
sh85122986	Siroi language	ssd	Siroi
sh85122995	Sissala language	sld	Sissala
sh85123000	Sissano language	sso	Sissano
sh85123047	Siuslaw language	sis	Siuslaw
sh85123060	Siwa language	siz	Siwi
sh85123061	Siwai language	siw	Siwai
sh85123074	Siyin language	csy	Siyin Chin
sh99010327	Skolt Sami language	sms	Skolt Sami
sh2004005039	Skou language	skv	Skou
sh85123476	Slovak language	slk	Slovak
sh85123525	Slovenian language	slv	Slovenian
sh85123541	Slovincian language	csb	Kashubian
sh85123761	Snohomish language	sno	Snohomish
sh98003392	So language (Uganda)	teu	Soo
sh89006661	Sobei language	sob	Sobei
sh85123835	Sobojo language	tlv	Taliabu
sh85124302	Soga language	xog	Soga
sh85124307	Sogdian language	sog	Sogdian
sh85124475	Sokotri language	sqt	Soqotri
sh85124662	Soliga language	sle	Sholaga
sh85124716	Solon language	evn	Evenki
sh85124757	Somali language	som	Somali
sh85124790	Somba language	tbz	Ditammari
sh85125037	Songye language	sop	Songe
sh85125227	Soninke language	snk	Soninke
sh85117749	Sora language	srb	Sora
sh85125337	Sotang Kura language	kle	Kulung (Nepal)
sh85125343	Sotho language	sot	Southern Sotho
sh2003000246	South African Sign Language	sfs	South African Sign Language
sh00007004	South Efate language	erk	South Efate
sh85104768	Southeastern Pomo language	pom	Southeastern Pomo
sh92004882	Southern Arapesh language	aoj	Mufian
sh88005110	Southern Bontoc language	bkb	Finallig
sh88006271	Southern Kalinga language	ksc	Southern Kalinga
sh89006211	Southern Khanty language	kca	Khanty
sh85086481	Southern Mofu language	mif	Mofu-Gudur
sh85096875	Southern Paiute language	ute	Ute-Southern Paiute
sh89006381	Southern Sami language	sma	Southern Sami
sh86007781	Southern Subanen language	laa	Lapuyan Subanun
sh85125668	Southern Thai language	sou	Southern Thai
sh2003002048	Southern Tutchone language	tce	Southern Tutchone
sh85126261	Spanish language	spa	Spanish
sh97007587	Spanish Sign Language	ssp	Spanish Sign Language
sh92001384	Spokane language	spo	Spokane
sh85127105	Squawmish language	squ	Squamish
sh85127122	Sranan language	srn	Sranan Tongo
sh85127125	Srê language	kpm	Koho
sh85127288	Stalo language	hur	Halkomelem
sh85128243	Stokavian language	srp	Serbian
sh85129399	Suau language	swp	Suau
sh85129423	Subiya language	sbs	Subiya
sh85129627	Suena language	sue	Suena
sh85129741	Sui language	swi	Sui
sh85130302	Suk language	pko	Pökoot
sh85130312	Suku language (Congo)	sub	Suku
sh85130311	Sukuma language	suk	Sukuma
sh92004890	Sulka language	sua	Sulka
sh87000093	Sulod language	srg	Sulod
sh85130400	Sulu language	tsg	Tausug
sh92005963	Sulung language	suv	Sulung
sh86007872	Sumbawa language	smw	Sumbawa
sh85130413	Sumerian language	sux	Sumerian
sh85130456	Sumo language	sum	Sumo-Mayangna
sh85130508	Sundanese language	sun	Sundanese
sh85130567	Sunwar language	suz	Sunwar
sh94004940	Suppire language	spp	Supyire Senoufo
sh92006485	Suquamish language	squ	Squamish
sh85130823	Suriname Hindustani language	hns	Caribbean Hindustani
sh92004893	Sursurunga language	sgz	Sursurunga
sh99003683	Susquehanna language	sqn	Susquehannock
sh85130905	Susu language	sus	Susu
sh86006787	Suwawa language	swu	Suwawa
sh85130933	Svan language	sva	Svan
sh85130962	Swahili language	swh	Swahili (individual language)
sh85131019	Swazi language	ssw	Swati
sh85131135	Swedish language	swe	Swedish
sh99013540	Swedish Sign Language	swl	Swedish Sign Language
sh91004323	Syènara language	shz	Syenara Senoufo
sh96010966	Sylheti language	syl	Sylheti
sh85131708	Syriac language	syr	Syriac
sh89004481	Székely language	hun	Hungarian
sh85131779	Tabasaran language	tab	Tabassaran
sh86004279	Tabla language	tnm	Tabla
sh2004010397	Tabwa language	tap	Taabwa
sh85131834	Tacana language (Bolivia)	tna	Tacana
sh85131891	Taensa language	ncz	Natchez
sh98000059	Tagabawa Manobo language	bgs	Tagabawa
sh85131896	Tagakaolo language	klg	Tagakaulu Kalagan
sh85131901	Tagalog language	tgl	Tagalog
sh85131907	Tagbana language	tgw	Tagwana Senoufo
sh85131908	Tagbanua language	tbw	Tagbanwa
sh87001708	Tagin language	dap	Nisi (India)
sh85131914	Tagoi language	tag	Tagoi
sh91003333	Tagula language	tgo	Sudest
sh85131922	Tahitian language	tah	Tahitian
sh86005679	Tai Nüa language	tdd	Tai Nüa
sh2003003113	Taimoro language	mlg	Malagasy
sh85131958	Taino language	tnq	Taino
sh85131968	Taita language	dav	Taita
sh92005257	Taiwano language	bsn	Barasana-Eduria
sh85132023	Tajik language	tgk	Tajik
sh85132056	Takelma language	tkm	Takelma
sh86007514	Talaud language	tld	Talaud
sh2003003118	Talinga-Bwisi language	tlj	Talinga-Bwisi
sh90000305	Talise language	tlr	Talise
sh85132150	Talysh language	tly	Talysh
sh2001005811	Tami language	tmy	Tami
sh85132190	Tamil language	tam	Tamil
sh85132225	Tampulma language	tpm	Tampulma
sh2003003596	Tamu language	gvr	Western Gurung
sh2004005699	Tanacross language	tcb	Tanacross
sh85132260	Tanga language (Tanga Islands)	tgg	Tangga
sh2002007695	Tangale language	tan	Tangale
sh85132270	Tangkhul language	nmf	Tangkhul Naga
sh85132278	Tangsa language	nst	Tase Naga
sh85132282	Tangut language	txg	Tangut
sh85148913	Tanimuca-Retuama language	ynu	Yahuna
sh85132405	Tapanta language	abq	Abaza
sh85132434	Tapirapé language	taf	Tapirapé
sh85132468	Tarascan language	tsz	Purepecha
sh2003001733	Tariana language	tae	Tariana
sh2003003176	Tarok language	yer	Tarok
sh85132738	Tat language	ttt	Muslim Tat
sh96001668	Tatana&apos; language	txx	Tatana
sh85132743	Tatar language	tat	Tatar
sh92006042	Taungthu language	blk	Pa&apos;o Karen
sh85132788	Taurepan language	aoc	Pemon
sh85132794	Tausug language	tsg	Tausug
sh90004283	Tauya language	tya	Tauya
sh88000629	Tavara language (Papua New Guinea)	tbo	Tawala
sh85132797	Taveta language	tvs	Taveta
sh00007431	Tawahka language (Honduras)	sum	Sumo-Mayangna
sh91002689	Tawoyan language	twy	Tawoyan
sh85132903	Tay-Nung language	nut	Nung (Viet Nam)
sh95001065	Tayo language	cks	Tayo
sh85132918	Tboli language	tbl	Tboli
sh85132920	Tchien language	kqo	Eastern Krahn
sh89007219	Tectiteco language	ttc	Tektiteko
sh85133196	Teda language	tuq	Tedaga
sh88000630	Téén language	lor	Téén
sh99005126	Tegal language	jav	Javanese
sh93002788	Tehit language	kps	Tehit
sh85133261	Teke language	teg	Teke-Tege
sh85133312	Telefol language	tlf	Telefol
sh90004607	Teleut language	atv	Northern Altai
sh85133667	Telugu language	tel	Telugu
sh88001882	Tem language	kdh	Tem
sh87000529	Tembo language (Sud-Kivu, Congo)	tbt	Tembo (Kitembo)
sh90004003	Temiar language	tea	Temiar
sh85135458	Temne language	tem	Timne
sh85133857	Tenetehara language	tqb	Tembé
sh00003130	Tengger language	tes	Tengger
sh87005476	Tenharim language	pah	Tenharim
sh85133956	Teop language	tio	Teop
sh86008212	Tepera language	tnm	Tabla
sh85133970	Tepo language	ted	Tepo Krumen
sh85133974	Tera language	ttr	Tera
sh85133999	Terena language	ter	Tereno
sh86008213	Ternate language	tft	Ternate
sh85134084	Terraba language	tfr	Teribe
sh85134134	Teso language	teo	Teso
sh85134171	Tetela language	tll	Tetela
sh85134232	Tetum language	tet	Tetum
sh85134248	Tewa language	tew	Tewa (USA)
sh85134422	Thado language	tcz	Thado Chin
sh85134429	Thai language	tha	Thai
sh85134461	Thakali language	ths	Thakali
sh2002006549	Thao language	ssf	Thao
sh96012132	Tharaka language	thk	Tharaka
sh96007790	Thayore language	thd	Thayore
sh85134920	Tho language	tou	Tho
sh85134998	Thracian language	txh	Thracian
sh85135106	Thulung language	tdh	Thulung
sh85135224	Tibetan language	bod	Tibetan
sh85135272	Tiddim Chin language	ctd	Tedim Chin
sh97003847	Tidore language	tvo	Tidore
sh2001004769	Tiéfo language	tiq	Tiéfo
sh85135306	Tifal language	tif	Tifal
sh85135308	Tigak language	tgc	Tigak
sh85135326	Tigré language	tig	Tigre
sh85135329	Tigrinya language	tir	Tigrinya
sh85135338	Tikar language	tik	Tikar
sh88001812	Tikopia language	tkp	Tikopia
sh98004677	Tilamuta language	gor	Gorontalo
sh85135367	Tillamook language	til	Tillamook
sh92004537	Timbe language	tim	Timbe
sh85135481	Timucua language	tjm	Timucua
sh88005503	Tina Sambal language	xsb	Tinà Sambal
sh87007987	Tinputz language	tpz	Tinputz
sh95001594	Tinrin language	cir	Tiri
sh85135578	Tiruray language	tiy	Tiruray
sh85135670	Tiv language	tiv	Tiv
sh85135332	Tiwa language	lax	Tiwa
sh85135672	Tiwi language (Australia)	tiw	Tiwi
sh85135682	Tlakluit language	wac	Wasco-Wishram
sh85135690	Tlingit language	tli	Tlingit
sh85135700	Toaripi language	tqo	Toaripi
sh85135707	Toba language (Indian)	tob	Toba
sh85135705	Toba-Batak language	bbc	Batak Toba
sh85135754	Tobelo language	tlb	Tobelo
sh85135761	Tobote language	bud	Ntcham
sh85135774	Toda language (India)	tcx	Toda
sh85135787	Tofa language	kim	Karagas
sh85097547	Tohono O&apos;Odham language	ood	Tohono O&apos;odham
sh85022480	Tojolabal language	toj	Tojolabal
sh85135827	Tok Pisin language	tpi	Tok Pisin
sh88000725	Tokelauan language	tkl	Tokelau
sh85073344	Tolai language	ksd	Kuanua
sh86006786	Tolaki language	lbw	Tolaki
sh96010747	Tolitoli language	txe	Totoli
sh96008851	Toma language	tod	Toma
sh93006465	Tombonuwo language	txa	Tombonuo
sh87006513	Tombulu language	tom	Tombulu
sh85135968	Tondano language	tdn	Tondano
sh85135980	Tonga language (Inhambane)	toh	Gitonga
sh85135981	Tonga language (Nyasa)	tog	Tonga (Nyasa)
sh85135982	Tongan language	ton	Tonga (Tonga Islands)
sh85136007	Tonkawa language	tqw	Tonkawa
sh97006151	Tonsea language	txs	Tonsea
sh85136035	Tontemboan language	tnt	Tontemboan
sh85136055	Tooro language	ttj	Tooro
sh85136093	Toposa language	toq	Toposa
sh87000561	Toraja language	sda	Toraja-Sa&apos;dan
sh87000976	Toraja Sa&apos;dan language	sda	Toraja-Sa&apos;dan
sh85136114	Torgut language	xal	Kalmyk
sh85136200	Torwali language	trw	Torwali
sh85135573	Trio language	tri	Trió
sh85138172	Trumai language	tpy	Trumai
sh92005408	Tsaiwa language	atb	Zaiwa
sh85138307	Tsakhur language	tkr	Tsakhur
sh85138308	Tsakonian language	tsd	Tsakonian
sh85138314	Tsattine language	bea	Beaver
sh85138323	Tsimihety language	xmw	Tsimihety Malagasy
sh85138327	Tsimshian language	tsi	Tsimshian
sh85138328	Tsogo language	tsv	Tsogo
sh85138332	Tsonga language	tso	Tsonga
sh85138335	Tsou language	tsu	Tsou
sh85138356	Tswa language	tsc	Tswa
sh85138359	Tswana language	tsn	Tswana
sh85138364	Tuamotuan language	pmt	Tuamotuan
sh85138393	Tubatulabal language	tub	Tübatulabal
sh85138461	Tubetube language	tte	Bwanabwana
sh85138472	Tucano language	tuo	Tucano
sh85138479	Tucuna language	tca	Ticuna
sh00007497	Tugen language	tuy	Tugen
sh85138534	Tulu language	tcy	Tulu
sh85138538	Tulung language	duu	Drung
sh85138541	Tumak language	tmc	Tumak
sh85138546	Tumbuka language	tum	Tumbuka
sh85138547	Tumleo language	tmq	Tumleo
sh85011508	Tunen language	baz	Tunen
sh85138638	Tunica language	tun	Tunica
sh98003529	Tunni language	tqq	Tunni
sh85138695	Tupi language	tpw	Tupí
sh88000632	Tupuri language	tui	Tupuri
sh85138704	Tura language	neb	Toura (Côte d&apos;Ivoire)
sh85138782	Turkana language	tuv	Turkana
sh85138883	Turkish language	tur	Turkish
sh85138907	Turkmen language	tuk	Turkmen
sh85138975	Tuscarora language	tus	Tuscarora
sh85138990	Tutelo language	tta	Tutelo
sh93008789	Tutong language	bsb	Brunei Bisaya
sh94005832	Tutsa language	tvt	Tutsa Naga
sh85138999	Tuvaluan language	tvl	Tuvalu
sh85139000	Tuvinian language	tyv	Tuvinian
sh88006898	Tuwali language	ifk	Tuwali Ifugao
sh87007599	Tuyuca language	tue	Tuyuca
sh85139030	Twi language	twi	Twi
sh85139069	Tyembara language	sef	Cebaara Senoufo
sh85139212	Tzoneca language	teh	Tehuelche
sh2002005884	Uare language	ksj	Uare
sh85139236	Ubir language	ubr	Ubir
sh85139238	Ubykh language	uby	Ubykh
sh85139253	Udekhe language	ude	Udihe
sh85139254	Udi language	udi	Udi
sh85139255	Udmurt language	udm	Udmurt
sh85139266	Uduk language	udu	Uduk
sh85139302	Ugaritic language	uga	Ugaritic
sh85139320	Uighur language	uig	Uighur
sh92005029	Ukhrul language	nmf	Tangkhul Naga
sh93002789	Uki language	bld	Bolango
sh85139389	Ukrainian language	ukr	Ukrainian
sh85139425	Ulawa language	apb	Sa&apos;a
sh88000341	Uldeme language	udl	Wuzlam
sh85139435	Ulithi language	li	Ulithian
sh90005525	Ulva language	sum	Sumo-Mayangna
sh85139514	Uma language	ppk	Uma
sh2001007065	Umbrian language	xum	Umbrian
sh85139537	Umbundu language	umb	Umbundu
sh88007043	Umpila language	ump	Umpila
sh92005260	Una language	mtg	Una
sh91005764	Upper Chehalis language	cjh	Upper Chehalis
sh87007063	Upper Kuskokwim language	kuu	Upper Kuskokwim
sh85141247	Upper Sorbian language	hsb	Upper Sorbian
sh87003144	Upper Tanana language	tau	Upper Tanana
sh2001007851	Upper Tanudan Kalinga language	kgh	Upper Tanudan Kalinga
sh2001004720	Ura language (Vanuatu)	uur	Ura (Vanuatu)
sh87000355	Urak Lawoi&apos; language	urk	Urak Lawoi&apos;
sh96007771	Urali language	url	Urali
sh85141297	Urarina language	ura	Urarina
sh85141298	Urartian language	xur	Urartian
sh85141343	Urdu language	urd	Urdu
sh2002010064	Urhobo language	urh	Urhobo
sh85141401	Urii language	uvh	Uri
sh2002004215	Urim language	uri	Urim
sh85141429	Uripiv language	upv	Uripiv-Wala-Rano-Atchin
sh88001614	Uru language	ure	Uru
sh90004596	Urubu Kaapor language	urb	Urubú-Kaapor
sh85141478	Urubu language	urb	Urubú-Kaapor
sh86004487	Usan language	wnu	Usan
sh85141573	Usarufa language	usa	Usarufa
sh85141564	Uspanteca language	usp	Uspanteco
sh85141605	Ute language	ute	Ute-Southern Paiute
sh85141652	Uwana language	hau	Hausa
sh85141661	Uzbek language	uzb	Uzbek
sh85141686	Vaagri Boli language	vaa	Vaagri Booli
sh85141752	Vagala language	vag	Vagla
sh85141770	Vai language	vai	Vai
sh85141777	Vaiphei language	vap	Vaiphei
